symbol
GS
FLNC
BBWI
APG
WRBY
LZ
TDS
GWAV
UA
BZ
ETHT
SRE
EXE
FRSH
EZU
TV
GTX
DINO
TMUS
FTI
AZEK
SPYV
ORGO
EWH
LSCC
GNTX
CRK
DADA
ESTC
AKBA
PPC
PAYO
GPN
MMM
LBRT
ATUS
AMT
WLK
DUK
GEN
TCOM
CRWD
VSH
DDD
SCHR
QLD
EXPE
SEDG
ADM
FAST
FITB
CSTM
AEE
ZTS
SPSM
AMPX
RRC
CWH
BALL
JDST
XRAY
OMC
SPCE
OBDC
MA
GOSS
ODFL
EWG
CYH
EAF
NET
SCHP
VSCO
S
MAS
DUO
MSOS
IOT
VLO
CWK
ING
TFLO
ELF
TSDD
PSX
GLDM
PEB
LBTYK
EMR
KRON
CRML
SLM
JETS
CLNE
NVD
NVOX
YALA
ETNB
TER
SNDL
LITE
ROL
OKTA
BILI
SYY
CVM
PENN
LAC
AXTA
HAS
DESP
IRM
EH
TMO
DECK
CGGR
CI
IBB
HSIC
DHI
RLAY
INDI
APTV
WGS
FYBR
MCHI
SLDB
PAGP
VUSB
SATL
BAM
Z
LXP
FMC
FBTC
BROS
KRG
DEVS
SRTY
SHAK
CAVA
GNPX
LX
VIPS
TWG
OTIS
QSR
EFAV
QQQM
OLO
FANG
WELL
NDAQ
CPS
SVV
HAYW
WT
MSI
ADBE
PSN
TVTX
RBRK
PULS
VZLA
LOW
XPO
MYGN
SW
ECVT
BKD
KTOS
ICLR
CRBG
DBRG
INVZ
HD
LHX
EVGO
SKT
SSNC
DIA
SNDX
LNC
SCHO
ALLY
FRO
SCI
AMBP
KMB
LC
SNY
CME
PWP
PTLO
SNDK
VNQ
OPTT
GDS
BMRN
BIDU
CTRE
HSY
VMBS
EU
LI
APLS
EWC
NPKI
LU
FIGS
SPEM
RCL
ICSH
NRG
PEG
WAY
RC
CVNA
METU
AAPD
XERS
GKOS
BWA
CF
VTV
FDX
RIO
ENGS
HLX
NTR
COLD
DX
AU
IMUX
NBTB
SPYG
FBIN
LRMR
DRS
DPRO
MVIS
HIMX
IRT
IGSB
LTM
SPLB
MFC
PGRE
ROST
IRTC
MGY
UDR
SMFG
CNX
FUTU
YANG
SDOW
ALGM
QVCGA
PSEC
CPB
ADMA
ATEN
GEO
TXT
NVS
EQR
VCLT
EXLS
BHVN
SSO
BILL
CE
MGNI
LKQ
TRP
TECL
LMT
WWW
KMX
ABAT
NUE
LINE
PPG
JNK
WK
BIZD
XXII
DUST
KVYO
PWR
IVF
KIND
TDUP
BLMN
CCO
XLG
LESL
MTG
EYE
BHC
RCKT
LEVI
LGF.B
TNYA
SLQT
BLDR
BTAL
COUR
ODD
SFM
IEI
DAR
COPX
REKR
BJRI
FBL
TNDM
EVLV
EXEL
SBRA
CMA
AEP
TENB
COLM
PSNY
UL
IRWD
YUM
ARKG
SPYU
FLS
INN
MBLY
QRVO
FNDX
IUSB
PCOR
SPLV
DBC
FRPT
MPC
PCVX
ARES
PAVE
SGMO
KNW
APPS
VERX
NWSA
ACHC
CDNS
YOU
DV
MDB
ASPI
EZPW
TRNR
LPRO
BWX
ALLO
KBR
WOOF
JBGS
AVDX
SCHA
MIST
UOKA
SN
IONS
CC
AFL
PCT
DT
TALK
EDIT
OTEX
VSAT
ZION
DFS
AMKR
BLCO
TAP
PRO
PSTG
TEX
CIEN
EQH
AREB
ACWI
REXR
GRND
XYL
EWW
PLYA
MODG
SNCY
MKC
EFV
SCHZ
LEGN
ZTO
AJG
PFG
COLB
PSTV
ETHE
CUZ
LULU
ACN
GPRO
LEN
PLTK
SSP
HPP
STWD
ABEO
CPT
TIP
FNB
LMND
HTGC
GOGL
NE
MIR
BEAM
BLNK
CGNX
JHG
CMS
HAIN
FSLY
CDW
SMRT
ESI
PNC
JHX
WEC
ULTY
SSRM
GUSH
CHRS
CG
ACAD
YPF
SDVY
DVAX
NOG
GTN
VCYT
ZS
EVH
SBS
CLM
BUD
FLO
CHTR
HUM
AHCO
IWR
RYN
USMV
ELS
RVMD
TUA
HES
NOC
ABSI
WERN
WES
ADP
LFMD
DAY
HLIT
PYLD
COO
TERN
LNG
ALC
HLMN
FPE
WRB
IWD
GTLB
VGLT
CCEP
CGUI
DAN
NBIX
BRX
CDTG
IQV
TBLA
IAUM
GRAL
MCW
PUMP
ASB
AAP
TRIP
EAT
CRTO
DFAC
BIV
AER
CAKE
NOW
MHK
CYCC
VRTX
NYT
MPWR
CRSP
DRCT
IDYA
BANC
MNKD
CDLX
GD
OI
WNC
KURA
TS
MTZ
PRU
VERA
NCNO
TALO
IVW
TRUP
RTC
SMG
PHG
GLPI
BRO
HIG
RBA
ZCAR
NNE
REGN
PRCH
ANGL
BITU
INSM
MRVI
EVRG
WYNN
GNL
ACGL
SBH
TRU
BN
ANNX
TUYA
VT
TTEK
CDNA
AAAU
SAIA
H
SUZ
SEE
BXMT
UDOW
BRBR
PGR
ARQT
MRSN
ATAI
ZM
VAL
SHOT
SVXY
OCUL
ITOT
BF.B
SHYG
STT
RYAN
LIN
CRMD
OUST
COST
EMN
PDI
PBI
ITW
QUAL
LFST
MTDR
RXST
JMIA
SVC
BINC
FBND
EXTR
HYMB
JELD
TTE
NTAP
RH
TSSI
AHR
FTDR
TECH
NYMT
INCY
CB
BPMC
BRFS
ASAN
DLR
ALL
GFS
BG
ICLN
HOPE
SAIL
KOPN
HRB
IPSC
LDOS
INOD
CCK
GMAB
MAC
WSM
LAUR
GRNY
AEVA
PDM
CERS
CRI
AIOT
HDB
DOCU
SPAB
HQY
VSTS
J
HP
ASPN
CHGG
THC
DAWN
MKSI
WLGS
SFIX
FENY
PAYX
BIIB
RSI
TWST
HRTX
TGNA
UGI
MT
BGS
CALF
PRQR
BURL
VRNA
APD
GRWG
USAS
LW
MAIA
CGUS
IBKR
EBC
ISRG
WFRD
PHM
DOCN
HNST
NVDY
HSBC
XHR
DOCS
USIG
NNN
SEI
EWTX
RDW
REI
DGRO
FLYW
BAH
CTMX
TTI
LYRA
MINT
DOV
FERG
INFA
VVV
BUFR
MXL
JBHT
BNL
ARBE
NKTR
SHW
ARWR
ACVA
BOIL
SHOO
SRPT
VNT
DRIP
LTH
WPM
ARE
TAK
ALGN
ATYR
DFSV
ALSN
CTAS
CBOE
FELC
TEL
FATE
SPMO
INTU
FLOT
PGY
SBET
PROK
CHRW
ANGI
MMC
KBE
FLUT
UPWK
SGI
TD
MREO
GRRR
PRDO
GFL
AREC
LRHC
HAFN
XHB
SRAD
AKAM
KD
SRRK
NAGE
ACMR
QDEL
SPR
NTRS
TAIL
G
OS
MPLX
CMI
RUM
ACM
TT
USFD
SPG
LNT
YMAX
HE
UMAC
IGLB
HOUS
RELY
LOAR
ERAS
OLED
RCUS
BBVA
MAR
WDAY
TK
FTRE
CABO
BCAB
TOL
CUK
SNPS
PYXS
PSA
NTNX
EMLC
CSAN
UUP
GCI
AGRO
ALEC
CAPR
EUFN
SFD
GDYN
KITT
AGQ
RVLV
TRV
ALBpA
LRN
CIVI
VTYX
LXEO
ORI
CKPT
FSK
CTSO
ANF
JEF
SMCL
BXP
VNO
PRIM
DBI
CSTL
URTY
AAON
NOTE
PZA
TCPC
STRO
VUZI
CARM
HGV
SOC
RDY
CSIQ
VYX
RDVI
WHR
RNA
CORT
CENX
WM
IQLT
GPAT
URBN
TTMI
CRS
MRX
RXO
LABU
MSFU
CLRB
BYND
IART
ASML
A
ITM
AKRO
SATS
VLTO
PPBI
CLX
TREX
QGEN
GBTC
RLMD
HIMZ
EBR
JAZZ
CROX
SCO
AMTM
GTI
BULLW
KIE
FWRD
IRBT
TSVT
NEXT
CEPO
BITI
BNS
ILMN
WING
VRSN
ADC
PNR
IBTF
SNDR
EWA
GMED
RVSN
SPHQ
ERJ
TPH
ASND
INTR
FNF
ATCH
CNM
ALLR
VTIP
XME
GROY
ONTO
QFIN
FUN
UAVS
HOLO
VUG
SCHM
CADL
CGON
FFWM
AME
NOMD
TRMB
CBRE
PGEN
VTWO
SONO
MDU
FWONK
CGCP
OSK
UPXI
ASO
TLH
GGLL
MBOT
FMS
STZ
CCCC
RELX
ACCO
PII
USAR
GPC
SZZLU
BFH
MWA
RIOX
HUBC
ESRT
BIRK
PLNT
IFF
SLDP
CRVS
BC
AKR
SLI
FIBK
TDW
WAL
NAOV
ITRG
ECC
DNLI
IRDM
AWK
NXT
ST
AON
AMED
UGP
RDTL
WMG
DE
HXL
KEX
GDRX
IVR
JBBB
EMXC
HIW
NMRK
THRY
ECL
GBDC
HALO
LAZR
IGIB
NFG
UNIT
NUGT
SYM
VET
ACWX
GNRC
SNBR
RNG
CRNC
VRDN
PINC
PUK
VTLE
SGHC
XPRO
INMD
ENIC
TWO
DHT
NVDU
SHC
IGF
NTRA
BXSL
ETH
CRF
VRRM
MRIN
DK
RHI
PDYN
WBS
ITB
TBBB
FOX
FWRG
SAGE
XNCR
MAN
MIDD
ICL
LGF.A
XENE
PRME
NSC
DNA
BDTX
ELV
HUBB
COR
PAAA
CRON
AVUV
RARE
RHP
GVA
EXPI
DYN
JDZG
TKO
VXRT
MFA
UP
TRVI
SON
KODK
JMBS
IDXX
CGGO
WCC
ATAT
IWN
SPRY
RMBS
MAA
DEI
NNDM
KT
ELME
TXRH
CRBU
TRI
EWU
MTUM
STLD
STNG
FNKO
ICAD
AGCO
MUNI
FNGR
RGNX
SKWD
VMEO
LAZ
UNM
OLLI
CVI
COGT
VMC
GSM
QURE
EVRI
AISP
BOOT
OMI
KNTK
TSL
CTOS
AMZZ
SPMD
NAD
HYLB
CAR
HTHT
OCSL
OIS
AROC
